id,category,productName,description
157,home security systems cameras,swann home 8channel 6camera indooroutdoor wired 1080p full hd 1tb dvr security system with yard stake,swannforce policestyle red and blue flashing lights with spotlight for full deterrence night2day full spectrum color night vision in 1080p full hd video free recording to 1tb hdd and cloud recording no hidden fees ever truedetect heat and motion sensing for fewer false alerts alexa google voice controls for convenient handsfree security
158,home security systems cameras,simplisafe entry sensor 6 pack,requires the simplisafe gen 3 home security system easy installation no tools required customize alerts directly to your phone compact design for doors and windows
159,home security systems cameras,simplisafe outdoor security cameras 2pack,requires a simplisafe gen 3 security system and a wifi connection 247 professional monitoring is available with no longterm contracts or hidden fees simple set up 247 protection no wiring needed ultrawide 140 field of view 1080p hd resolution and color night vision
160,home security systems cameras,reolink 8 channel 4k ultra hd 12mp nvr poe smart security system,6x 12mp ultra hd bullet camera with 8channel nvr 1x 180 4k panoramic view duo 2 camera person vehicle pet detection with instant motion alerts color night vision twoway audio easy to install with no monthly subscription required
161,home security systems cameras,lorex 4k dual lens indoor outdoor wifi camera 2pack,lorex fusion collection 2 camera bundle color night vision 2way talk quick response no subscription required
162,home security systems cameras,swann professional 4k ultra hd indooroutdoor wired security camera system 16 channel nvr 4tb hdd 8 bullet 8 dome cameras w twoway audio siren,swannforce controllable red and blue flashing lights with spotlight for full deterrence night2day full spectrum color night vision in 4k ultra hd video free recording to 4tb hdd and cloud recording no hidden fees ever truedetect heat and motion sensing for fewer false alerts alexa google voice controls for convenient handsfree security
163,home security systems cameras,reolink 4k 16channel 4tb 12cam wired security camera system,record 247 with 4tb storage included 12mp uhd details smart detection identifying people vehicles pets hear talk alarm with builtin microphone speaker siren no monthly fees
164,home security systems cameras,blink floodlight with outdoor camera bundle,easy diy system 1080p hd day and night view sound the 105db alarm on wired floodlight camera twoway audio custom alerts
165,home security systems cameras,reolink 8channel 4k uhd 12mp 6cam wired security system,record 247 with 2tb storage included diy expandable up to 12tb 12mp uhd details see the night in vibrant color with smart spotlight smart detection identifying people vehicles pets hear talk alarm with builtin microphone speaker siren no monthly fees abundant free inapp features in reolink app and client
166,home security systems cameras,blink 3 camera security system 2 outdoor and 1 mini pantilt cameras with yard sign,easy diy system 1080p hd day and night view 360 coverage with mini pantilt camera twoway audio custom alerts monitor your home anywhere from the blink app
167,home security systems cameras,defender guard pro 360degree ptz 2k4mp wifi plugin power security camera 4pack,pantilt your camera for 360 viewing in app record 2way talk in 2k4mp at 25 frames per sec clear footage full color night vision up to 100ft compatible w 24ghz wifi for seamless connection smart object tracking motion w notifications
168,home security systems cameras,reolink argus 4k ultra pt spotlight security battery camera kit,4k color footage day night 360 ptz for allround view person vehicle pet detection with instant motion alerts 245ghz dual band wifi 6w solar panel 128gb microsd card
169,home security systems cameras,lorex 4k 16channel 4tb pro nvr with 4x 4k optical zoom cameras and 4x 4k bullet cameras,16x poe ports color night vision 4x 4k optical zoom cameras and 4x 4k bullet cameras expandable up to 32tb 2x 16tb each no subscription required
170,home security systems cameras,swann home 16channel 12camera indooroutdoor wired 4k ultra hd 4tb dvr security system and wifi extender,swannforce red and blue controllable flashing lights with spotlight and siren for full deterrence night2day full spectrum color night vision in 4k ultra hd video free local recording to massive 4tb hdd and cloud recording no hidden fees ever truedetect heat and motion sensing for fewer false alerts alexa google voice controls for convenient handsfree surveillance
171,home security systems cameras,lorex 2k battery video doorbell with color night vision wifi chime box,builtin battery for easy installation see clear day night with 2k video and color night vision get alerts that matter with person detection personalize your ringtone with the wifi chime box access all features and videos at no monthly fees
172,home security systems cameras,swann 4k uhd 16channel 10poe dome cameras 2tb nvr wired security system,upscaled 4k hd night vision nvr security camera system night vision bw up to 130ft 40m in total darkness plug play poe system a simple wired poe connection provides easy setup on each 4k security camera continuous 247 recording enabled get up to 365 days of stored video
173,home security systems cameras,swann enforcer 8channel 6camera indooroutdoor wired 1080p full hd 1tb dvr security system with yard stake,swannforce policestyle red and blue flashing lights with spotlight for full deterrence night2day full spectrum color night vision in 1080p full hd video free recording to 1tb hdd and cloud recording no hidden fees ever truedetect heat and motion sensing for fewer false alerts alexa google voice controls for convenient handsfree security
174,home security systems cameras,ring video doorbell pro 2 2021 release and ring stick up security cam bundle,headtotoe 1536p hd video twoway talk with audio 3d motion detection with birds eye view requires existing doorbell wiring for rvd pro 2 install get realtime motion alerts in the ring app
175,home security systems cameras,avertx 4k addon bullet ip security camera with smart analytics 2pack,4k ultra hd bullet cameras intelligent analytics using deep learning ai twoway audio with builtin microphone and speaker active deterrence with spotlight and audio alerts reliable performance in wet and extreme cold environments
176,home security systems cameras,avertx 16 channel 4k nvr security camera system with 8tb hdd and 8 4k bullet cameras,record 247 without subscription with 8tb included storage 8 4k bullet cameras with builtin microphone and speaker intelligent person and vehicle detection using deep learning ai ndaacompliant hardware using secure usa developed software is approved for schools and government facilities usbased pro team tech support
177,home security systems cameras,lorex 2k battery doorbell with 4k spotlight wifi camera,lorex fusion collection 2 camera bundle color night vision builtin battery answer instantly and from anywhere with 2way talk quick response access all camera features recordings without subscription
178,home security systems cameras,adt 9piece smart home security system with google nest products pro installation included,no selfsetup required adt delivers expertly installs and sets up your system for you 24 month monitoring contract required costco members enjoy a reduced monthly charge of 4999 details below termination fees apply system includes 1 adt command panel 4 entry sensors and 2 motion sensors google nest products include 1 outdoor nest camera 1 nest mini smart speaker
179,home security systems cameras,avertx 8channel 4k security camera system with 4tb hdd with 6 bullet cameras,record 247 without subscription with 4tb included storage 6 4k bullet cameras with builtin microphone and speaker intelligent person and vehicle detection using deep learning ai ndaacompliant hardware using secure usa developed software is approved for schools and government facilities usbased pro team tech support
180,home security systems cameras,swann wifi security 4cam 2k kit 1tb tower solar panels extra battery,indoor outdoor 2k wifi nvr 4 camera cctv security camera system complete security camera system with advanced analytics get up to 2 years of stored video with true detect rechargeable battery power source
181,home security systems cameras,swann wireless security 3cam 2k kit with 64gb storage hub tower and led spotlights,2k wirefree hd resolution video transmitted wirelessly with swannnet for optimization controllable motionactivated led spotlights and sirens 2way audio powerful night vision up to 10030m and night2day color night vision up to 3210m weatherproof design google assistant and alexa compatible and 1year limited warranty
182,home security systems cameras,brilliant smart home control panel plugin,transforms your house into an easytouse smart home easily control automate smart home devices controls lights music doorbells locks climate more mounts on any wall and plugs into any outlet
183,home security systems cameras,lorex 4k 32channel wired pro nvr 18 camera security system,color night vision 16 4k motorized varifocal smart ip cameras 2 4k ultra hd 25x pantiltzoom cameras 8tb included expandable up to 32tb access all camera features recordings without subscription
184,home security systems cameras,lorex costco next,create your own security system for complete coverage pair wired and wireless security devices as needed pioneers in 4k security systems since 2018 selection and availability are subject to change
185,ipad tablets,ipad 102inch 64gb wifi 9th generation,gorgeous 102inch retina display with true tone a13 bionic chip with neural engine 8mp wide back camera 12mp ultra wide front camera with center stage 64gb storage stereo speakers
186,ipad tablets,ipad air 109inch 256gb wifi 5th generation,109inch liquid retina display with true tone p3 wide color and an antireflective coating apple m1 chip with neural engine 12mp wide camera 12mp ultrawide front camera with center stage up to 256gb of storage
187,ipad tablets,ipad air 109inch 64gb wifi 5th generation,109inch liquid retina display with true tone p3 wide color and an antireflective coating apple m1 chip with neural engine 12mp wide camera 12mp ultrawide front camera with center stage up to 64gb of storage
188,ipad tablets,ipad 102inch 256gb wifi 9th generation 2021,gorgeous 102inch retina display with true tone a13 bionic chip with neural engine 8mp wide back camera 12mp ultra wide front camera with center stage 256gb storage stereo speakers
189,ipad tablets,ipad pro 129inch wifi 6th generation,brilliant 129inch liquid retina display with promotion true tone and p3 wide color m2 chip with 8core cpu and 10core gpu 12mp wide camera 10mp ultra wide back camera and lidar scanner for immersive ar 12mp ultra wide front camera 
190,ipad tablets,samsung galaxy tab a8 105 wifi tablet 64gb includes book cover,bring out the best in every family moment on a 105 lcd screen hear every thrilling detail on quad speakers with dolby atmos surround sound get performance for the whole family with a longlasting battery go for hours on a single charge and back to 100 with the fastcharging usbc port open up a new world of convenient possibilities with the galaxy ecosystem experience
191,ipad tablets,ipad pro 11inch wifi 4th generation,brilliant 11inch liquid retina display with promotion true tone and p3 wide color m2 chip with 8core cpu and 10core gpu 12mp wide camera 10mp ultra wide back camera and lidar scanner for immersive ar 12mp ultra wide front camera with center stage stay connected with ultrafast wifi 6e
192,ipad tablets,ipad 102inch 64gb wifi cellular 9th generation,gorgeous 102inch retina display with true tone a13 bionic chip with neural engine 8mp wide back camera 12mp ultra wide front camera with center stage 64gb storage stereo speakers
193,ipad tablets,ipad air 109inch 256gb wifi cellular 5th generation,109inch liquid retina display with true tone p3 wide color and an antireflective coating apple m1 chip with neural engine 12mp wide camera 12mp ultrawide front camera with center stage up to 256gb of storage
194,ipad tablets,ipad 109inch wifi 10th generation,striking 109inch liquid retina display with true tone a14 bionic chip with 6core cpu and 4core gpu 12mp wide back camera landscape 12mp ultra wide front camera with center stage stay connected with ultrafast wifi 6
195,ipad tablets,samsung galaxy 87 tab a7 lite wifi tablet 32gb includes book cover,with its compact 87 screen its perfectly sized for entertainment on the go features an upgraded sturdy metal frame that helps protect against everyday hiccups comes with fast speed and plenty of storage for multiple users
196,ipad tablets,ipad 102inch 256gb wifi cellular 9th generation,gorgeous 102inch retina display with true tone a13 bionic chip with neural engine 8mp wide back camera 12mp ultra wide front camera with center stage 256gb storage stereo speakers
197,ipad tablets,ipad air 109inch 64gb wifi cellular 5th generation,109inch liquid retina display with true tone p3 wide color and an antireflective coating apple m1 chip with neural engine 12mp wide camera 12mp ultrawide front camera with center stage up to 64gb of storage
198,ipad tablets,ipad mini 83inch 64gb wifi 6th generation,83inch liquid retina display with true tone and wide color a15 bionic chip with neural engine touch id for secure authentication and apple pay 12mp wide back camera 12mp ultra wide front camera with center stage available in purple starlight pink and space gray
199,ipad tablets,samsung galaxy tab s9 fe 124 wifi tablet 128gb includes s pen,be blown away by the large 124 screen and dual speakers that make everything sound amazing a sleek and lightweight refined design thats unmistakably galaxy s pen features a responsive design that delivers penpoint precision go up to 20 hours with a longlasting battery extended standard product warranty to 2 years
200,ipad tablets,ipad mini 83inch 256gb wifi 6th generation,83inch liquid retina display with true tone and wide color a15 bionic chip with neural engine touch id for secure authentication and apple pay 12mp wide back camera 12mp ultra wide front camera with center stage available in purple starlight pink and space gray
201,ipad tablets,samsung galaxy tab s9 124 wifi tablet 512 gb includes s pen,unleash the ultimate experience with a snapdragon 8 gen 2 processor intensely brilliant 124 dynamic amoled 2x screen built to protect against bumps dust and splashes connect from almost anywhere with reliable fast wifi 6e s pen included for that smooth pentopaper feeling
202,ipad tablets,samsung galaxy tab s9 11 wifi tablet 256gb includes s pen,unleash greatness with a superfast snapdragon 8 gen 2 chip unbelievable brilliance on an 11 dynamic amoled 2x screen designed to be durable against bumps dust and splashes stay connected with reliable fast wifi 6e s pen included it feels like a real pen
203,ipad tablets,apple magic keyboard 11inch,floating cantilever design fullsize keyboard with backlit keys builtin clickanywhere trackpad usbc port for passthrough charging compatible with 11inch ipad pro 1st 2nd and 3rd generation ipad air 4th and 5th generation
204,ipad tablets,apple magic keyboard for ipad pro 129inch,usbc port for charging backlit keys colors black and white compatibility ipad pro 129inch 3rd 4th 5th or 6th generation ipad sold separately
205,ipad tablets,apple pencil 2nd generation,apple pencil expands the power of ipad and opens up new creative possibilities compatible with ipad pro 11inch ipad pro 129inch 3rd generation and ipad air 109inch 3rd and 4th generation
206,laptops notebook computers,hp 14 touchscreen laptop amd ryzen 3 5300u hd 1366 x 768 windows 11 in s mode,amd ryzen 3 5300u 8 gb ddr43200 ram 256 gb pcie nmve m2 solidstate drive 14 microedge hd 1366x768 touchscreen
207,laptops notebook computers,macbook air 136inch apple m2 chip 8core cpu 8core gpu 256gb ssd,27 pounds apple m2 chip 18 hour battery life 136inch liquid retina display 1080p facetime hd camera
208,laptops notebook computers,hp pavilion plus 14 oled 28k 2880 x 1800 120hz laptop amd ryzen 7 7840u windows 11,amd ryzen 7 7840u 8core processor 14 microedge brightview 28k 2880 x 1800 oled 48 120 hz 500nits display wifi 6e 2x2160 gig and bluetooth 53 backlit keyboard and webcam with privacy shutter amd ryzen ai technology built in
209,laptops notebook computers,macbook pro 14inch apple m3 chip with 8core cpu and 10core gpu 1tb ssd,blast forward with m3 an incredibly advanced chip that brings serious speed and capability all the power you need to take on pro projects like editing thousands of photos or 4k video industryleading battery lifeup to 22 hours beautiful liquid retina xdr display 8gb of unified memory makes everything you do fast and fluid
210,laptops notebook computers,hp envy x360 156 intel evo platform 2in1 touchscreen laptop 13th gen intel core i71355u 1080p windows 11,intel evo platform powered by 13th gen intel core i71355u processor wifi 6e 2x2160 gig bluetooth 53 156 diagonal fhd multi touchenabled ips edgetoedge glass microedge display 1920 x 1080 hp widevision 5mp camera hp pen included
211,laptops notebook computers,lenovo ideapad slim 3i 156 touchscreen laptop 13th gen intel core i51335u 1080p windows 11,13th gen intel core i51335u 10core processor wifi 6 2x2160 gig and bluetooth 50 156 touchscreen led backlit ips lcd fhd 1920 x 1080 300nits display backlit keyboard with fingerprint reader and webcam microsoft windows 11 home 64 bit
212,laptops notebook computers,macbook air 136inch apple m2 chip 8core cpu 10core gpu 512gb ssd,27 pounds apple m2 chip 18 hour battery life 136inch liquid retina display 1080p facetime hd camera
213,laptops notebook computers,lenovo thinkpad l13 yoga 133 touchscreen 2in1 laptop 11th gen intel core i51145g7 1080p windows 11,11th gen intel core i51145g7 processor wifi 6 2x2160 gig and bluetooth 51 133 touchscreen ips antireflection antismudge fhd 1920 x 1080 300nits display backlit keyboard fingerprint reader and webcam with privacy shutter microsoft windows 11 home 64bit
214,laptops notebook computers,macbook pro 14inch apple m3 chip with 8core cpu and 10core gpu 512gb ssd,blast forward with m3 an incredibly advanced chip that brings serious speed and capability all the power you need to take on pro projects like editing thousands of photos or 4k video industryleading battery lifeup to 22 hours beautiful liquid retina xdr display 8gb of unified memory makes everything you do fast and fluid
215,laptops notebook computers,macbook air 15inch apple m2 chip with 8core cpu and 10core gpu 256gb,m2 chip for incredible performance 8core cpu and up to 10core gpu to power through complex tasks 16core neural engine for advanced machine learning tasks 8gb of unified memory makes everything you do fast and fluid up to 20 percent faster for applying image filters and effects
216,laptops notebook computers,macbook air 15inch apple m2 chip with 8core cpu and 10core gpu 512gb,m2 chip for incredible performance 8core cpu and up to 10core gpu to power through complex tasks 16core neural engine for advanced machine learning tasks 8gb of unified memory makes everything you do fast and fluid up to 20 percent faster for applying image filters and effects
217,laptops notebook computers,lenovo ideapad slim 5 16 touchscreen laptop amd ryzen 7 7730u wuxga 1920 x 1200 windows 11,amd ryzen 7 7730u 8core processor 16 touchscreen ips antiglare lcd with led backlight wuxga 1920 x 1200 300nits display wifi 6 2x2160 gig and bluetooth 50 integrated 1080p webcam with privacy shutter and backlit keyboard with fingerprint reader microsoft windows 11 home 64bit
218,laptops notebook computers,hp envy 173 touchscreen laptop 13th gen intel core i71355u geforce rtx 3050 1080p windows 11,13th gen intel core i71355u 10core processor wifi 6e 2x2160 gig and bluetooth 53 nvidia geforce rtx 3050 4gb backlit keyboard with numeric keypad and integrated webcam with camera shutter 173 touchscreen microedge ips edgetoedge glass fhd 1920 x 1080 300nits display
219,laptops notebook computers,macbook pro 14inch apple m3 pro chip with 11core cpu and 14core gpu 512gb ssd,the m3 pro chip provides even greater performance for demanding workflows extreme performance for the most advanced workflows like rendering intricate 3d content up to 18 hours of battery life and the same performance whether running on battery or plugged in beautiful liquid retina xdr display now in a new color space black
220,laptops notebook computers,hp 14 laptop 13th gen intel core i31315u 1080p windows 11,13th gen intel core i31315u processor 12gb ddr43200 ram 512gb pcie nvme m2 solid state drive fullsize backlit soft grey keyboard
221,laptops notebook computers,hp omen 173 gaming laptop 13th gen intel core i713700hx geforce rtx 4070 1080p 144hz,nvidia geforce rtx 4070 graphics 8gb 13th gen intel core i713700hx 16core processor 173 ips microedge antiglare fhd 1920 x 1080 300nits 144hz display 1tb pcie gen4 nvme m2 solid state drive fullsize 4zone rgb backlit keyboard and 26key rollover antighosting key technology
222,laptops notebook computers,lenovo legion 5 pro 16 gaming laptop amd ryzen 7 7745hx geforce rtx 4070 240hz wqxga 2560 x 1600 windows 11 onyx grey,amd ryzen 7 7745hx 8core processor nvidia geforce rtx 4070 8gb 16 ips lcd with led backlight antiglare wqxga 2560 x 1600 500nits 240hz display backlit 4 zone rgb keyboard and webcam with privacy shutter microsoft windows 11 home 64bit
223,laptops notebook computers,macbook pro 14inch apple m3 max chip with 36gb memory 14core cpu and 30core gpu 1tb ssd,the m3 max chip provides extreme performance for advanced workflows like rendering 3d content extreme performance for the most advanced workflows like rendering intricate 3d content up to 18 hours of battery life and the same performance whether running on battery or plugged in beautiful liquid retina xdr display now in a new color space black
224,laptops notebook computers,hp pavilion 156 touchscreen laptop 13th gen intel core i51335u 1080p windows 11,13th gen intel core i51335u 10core processor intel iris xe graphics 156 touchscreen brightview ips microedge fhd 1920 x 1080 wifi 6 2x2 gig and bluetooth 53 fullsize backlit natural silver keyboard with numeric keypad
225,laptops notebook computers,lg gram 156 touchscreen laptop 13th gen intel core i51340p 1080p windows 11,13th gen intel core i51340p 12core processor 156 touchscreen ips fhd 1920 x 1080 300nits display intel wifi 6e 2x2160 gig and bluetooth 51 integrated fhd webcam with dual mics and facial recognition microsoft windows 11 home 64bit
226,laptops notebook computers,hp 173 touchscreen laptop amd ryzen 7 7730u windows 11,amd ryzen 7 7730u 8core processor 173 touchscreen brightview hd 1600 x 900 250nits display fullsize backlit soft gray keyboard with numeric keypad 1x hdmi 14b microsoft windows 11 home 64bit
227,laptops notebook computers,dell inspiron 156 touchscreen laptop 13th gen intel core i71355u 1080p windows 11 black,13th gen intel core i71355u processor 156 touchscreen antiglare led backlit wva fhd 1920 x 1080 display wifi 6 2x2160 gig and bluetooth integrated widescreen fhd 1080p webcam 1x sd card reader
228,laptops notebook computers,msi katana 156 laptop 12th gen intel core i712650h geforce rtx 4060 fhd 1920 x 1080 144hz windows 11,12th gen intel core i712650h processor nvidia geforce rtx 4060 8gb 156 ips fhd 1920 x 1080 144hz display 4 zone backlit rgb keyboard 99 key intel wifi 6 2x2160 gig and bluetooth 52
229,laptops notebook computers,lenovo legion pro 5i 16 gaming laptop 13th gen intel core i713700hx geforce rtx 4060 165hz 2560 x 1600,13th gen intel core i713700hx 16core processor nvidia geforce rtx 4060 8gb wifi 6e 2x2160 gig and bluetooth 160 ips lcd with ledbacklit antiglare wqxga 2560 x 1600 300nits 165hz display 4 zone rgb backlit keyboard and 1080p webcam with privacy shutter
230,laptops notebook computers,msi ge68hx raider 16 gaming laptop 13th gen intel core i913950hx geforce rtx 4060 144hz fhd 1920 x 1200,13th gen intel core i913950hx processor nvidia geforce rtx 4060 graphics 8gb killer wifi 6e ax211 2x2160 gig bluetooth 53 16 ips fhd 1920 x 1200 144hz display windows 11 home
231,laptops notebook computers,acer swift go 14 intel evo platform touchscreen laptop 13th gen intel core i71355u processor 1080p windows 11,13th gen intel core i71355u 10core processor killer wifi 6e 2x2160 gig and bluetooth 52 14 touchscreen ips ledbacklit wuxga 1920 x 1200 400nits display backlit keyboard fingerprint reader and 1440p webcam microsoft windows 11 home
232,laptops notebook computers,hp dragonfly g4 135 intel evo platform touchscreen laptop 13th gen intel core i71355u 1280p windows 11 pro,intel evo platform powered 13th gen intel core i71355u processor wifi 6e 2x2160 gig bluetooth 53 135 wuxga touchscreen display 1920 x 1280 1tb pcie nvme m2 solid state drive camera with sure shutter electronic privacy shutter
233,laptops notebook computers,lenovo flex 7i intel evo platform 14 2in1 touchscreen laptop 13th gen intel core i71355u windows 11,intel evo platform powered by 13th gen intel core i71355u 10core processor wifi 6e 2x2160 gig and bluetooth 51 standard backlit keyboard with fingerprint reader integrated 1080p webcam with privacy shutter microsoft windows 11
234,laptops notebook computers,hp pavilion 156 touchscreen laptop amd ryzen 7 7730u 1080p windows 11,amd ryzen 7 7730u 8core processor 156 touchscreen ips microedge brightview fhd 1920 x 1080 250nits display fullsize backlit keyboard with numeric keypad intel wifi 6 2x2160 gig and bluetooth 53 microsoft windows 11 home 64bit
235,laptops notebook computers,lenovo flex 5i 14 touchscreen 2in1 chromebook laptop 12th gen intel core i31215u wuxga storm grey,12th gen intel core i31215u 6core processor 14 touchscreen ledbacklit ips lcd wuxga 1920 x 1200 300nits display wifi 6e 2x2160 gig and bluetooth 51 backlit keyboard and 1080p webcam
236,laptops notebook computers,allstate 3 years drops spills protection for new computers 500 above,your item is covered for drops spills and lifes accidents plus product breakdowns during normal use 100 parts labor no deductibles or hidden fees easy online claims 247 free 2way express shipping worldwide coverage
237,laptops notebook computers,hp omen 173 gaming laptop 13th gen intel core i913900hx geforce rtx 4080 165hz 1440p windows 11,nvidia geforce rtx 4080 graphics 12gb 13th gen intel core i913900hx 24core processor 173 ips microedge antiglare qhd 2560 x 1440 300nits 165hz display 1tb pcie gen4 nvme m2 solid state drive fullsize 4zone rgb backlit keyboard and 26key rollover antighosting key technology
238,laptops notebook computers,macbook pro 14inch apple m3 pro chip with 18gb memory 12core cpu and 18core gpu 1tb ssd,the m3 pro chip provides even greater performance for demanding workflows extreme performance for the most advanced workflows like rendering intricate 3d content up to 18 hours of battery life and the same performance whether running on battery or plugged in beautiful liquid retina xdr display now in a new color space black
239,laptops notebook computers,lenovo legion pro 5i 16 gaming laptop 13th gen intel core i913900hx geforce rtx 4060 165hz 2560 x 1600,13th gen intel core i913900hx 24core processor nvidia geforce rtx 4060 8gb wifi 6e 2x2160 gig and bluetooth 51 16 ips lcd with ledbacklight antiglare wqxga 2560 x 1600 300nits 165hz display 4 zone rgb backlit keyboard and 1080p webcam with eprivacy shutter
240,laptops notebook computers,hp 14 touchscreen laptop amd ryzen 7 7730u windows 11,amd ryzen 7 7730u 8core processor 14 touchscreen microedge hd 1366 x 768 250nits display wifi 6 2x2160 gig and bluetooth 53 fullsize backlit keyboard and 720p hd camera with privacy shutter microsoft windows 11 home 64bit
241,laptops notebook computers,lenovo slim pro 9i 16 touchscreen intel evo platform laptop 13th gen intel core i913905h 32k mini led 3200 x 2000 windows 11,intel evo platform powered by 13th gen intel core i913905h 14core processor 16 touchscreen miniled 1200 nits 32k 3200 x 2000 165hz display wifi 6e 2x2160 gig and bluetooth nvidia geforce rtx 4050 6gb microsoft windows 11 home
242,laptops notebook computers,lg gram 17 intel evo platform laptop 13th gen intel core i71360p 2560 x 1600 windows 11,intel evo platform powered by 13th gen intel core i71360p 12core processor 170 ips wqxga 2560 x 1600 350nits display intel wifi 6e 2x2160 gig and bluetooth 51 integrated fhd webcam with dual mics microsoft windows 11 home
243,laptops notebook computers,hp pavilion 156 touchscreen laptop 13th gen intel core i71355u geforce mx550 1080p windows 11 professional,13th gen intel core i71355u 10core processor nvidia geforce mx550 graphics 2gb 156 touchscreen ips microedge brightview fhd 1920 x 1080 250nits display wifi 6 2x2160 gig and bluetooth 53 microsoft windows 11 professional 64bit
244,laptops notebook computers,macbook pro 16inch apple m2 pro chip with 12core cpu and 19core gpu 512gb ssd,apple m2 pro chip for a massive leap in cpu gpu and machine learning performance 12core cpu delivers faster performance to fly through pro workflows quicker than ever 19core gpu with faster performance for graphicsintensive apps and games 16core neural engine for up to 11x faster machine learning performance longer battery life up to 22 hours of battery life
245,laptops notebook computers,lenovo thinkpad t14s 14 touchscreen evo platform laptop 13th gen intel core i71355u wuxga windows 11,intel evo platform powered by 13th gen intel core i71355u 10core processor wifi 6e 2x2160 gig and bluetooth 51 14 touchscreen ips antiglare wuxga 1920 x 1200 display microsoft windows 11 home backlit keyboard fingerprint reader and 5mp ir webcam with privacy shutter
246,laptops notebook computers,macbook pro 16inch apple m3 pro chip with 18gb memory 12core cpu and 18core gpu 512gb ssd,the m3 pro chip provides even greater performance for demanding workflows liquid retina xdr displaythe large 162inch display is great for doing your work on the go industryleading battery lifeup to 22 hours now in a new color space black
247,laptops notebook computers,hp 173 touchscreen laptop 13th gen intel core i71355u windows 11,13th gen intel core i71355u 10core processor 173 touchscreen brightview hd 1600 x 900 250nits display wifi 6 2x2160 gig and bluetooth 53 fullsize backlit keyboard with numeric keypad and webcam with privacy shutter microsoft windows 11 home 64 bit
248,laptops notebook computers,hp 173 touchscreen laptop amd ryzen 3 7320u windows 11,amd ryzen 3 7320u processor 173 touchscreen brightview hd1600 x 900 250nits display fullsize keyboard with numeric keypad and webcam with privacy shutter 80211 wirelessac 2x2 and bluetooth 50 microsoft windows 11 home 64bit
249,laptops notebook computers,hp 14 chromebook laptop bundle intel celeron 1080p bonus sleeve wireless mouse,80211 wirelessac 2x2 bluetooth chrome os hp wireless mouse and protective sleeve included fullsize backlit jet black keyboard compatible with google assistant
250,laptops notebook computers,macbook pro 16inch apple m3 max chip with 36gb memory 14core cpu and 30core gpu 1tb ssd,the m3 max chip provides extreme performance for advanced workflows like rendering 3d content liquid retina xdr displaythe large 162inch display is great for doing your work on the go industryleading battery lifeup to 22 hours now in a new color space black
251,laptops notebook computers,macbook air 133inch apple m1 chip 8core cpu 7core gpu 8gb memory 256gb ssd gold,apple m1 chip 8core cpu 7core gpu 256gb ssd storage 8gb unified memory 133 retina display 18 hour battery life
252,laptops notebook computers,macbook air 133inch apple m1 chip 8core cpu 7core gpu 8gb memory 256gb ssd space gray,apple m1 chip 8core cpu 7core gpu 256gb ssd storage 8gb unified memory 133 retina display 18 hour battery life
253,laptops notebook computers,lenovo ideapad slim 3 156 touchscreen laptop amd ryzen 5 7530u 1080p windows 11 abyss blue,amd ryzen 5 7530u 6core processor 156 touchscreen ips lcd with ledbacklit fhd 1920 x 1080 300nits display wifi 6 2x2160 gig and bluetooth 50 backlit keyboard fingerprint reader and webcam with privacy shutter microsoft windows 11 home 64bit
254,laptops notebook computers,msi raider ge68hx 16 laptop 13th gen intel core i913950hx geforce rtx 4070 qhd 2560 x 1600 windows 11,13th gen intel core i913950hx processor nvidia geforce rtx 4070 8gb 16 qhd 2560 x 1600 240hz display steel series rgb with antighost keyboard windows 11 home 64bit
255,laptops notebook computers,hp victus 161 gaming laptop 13th gen intel core i713700hx geforce rtx 4060 144hz 1080p windows 11,13th gen intel core i713700hx 16core processor nvidia geforce rtx 4060 8gb wifi 6e 2x2160 gig and bluetooth 53 161 antiglare ips microedge fhd 1920 x 1080 144hz display microsoft windows 11 home
256,laptops notebook computers,macbook pro 16inch apple m3 max chip with 48gb memory 16core cpu and 40core gpu 1tb ssd 2023,
257,laptops notebook computers,hp 173 laptop 13th gen intel core i51335u 1080p windows 11,microsoft windows 11 home 13th gen intel core i51335u 10core processor 173 ips antiglare fhd 1920 x 1080 display hd audio with stereo speakers fullsize backlit soft gray keyboard with numeric keypad
258,laptops notebook computers,microsoft surface pro 9 bundle intel evo platform 12th gen intel core i71255u 2880 x 1920 pixelsense flow display graphite windows 11,includes surface pro graphite signature cover black slim pen 2 intel evo platform powered by 12th gen intel core i7 processor intel integrated iris xe graphics wifi 6 2x2160 gig up to 155hours of typical device usage
259,laptops notebook computers,hp envy 173 touchscreen laptop 13th gen intel core i71355u geforce rtx 3050 1080p windows 11,nvidia geforce rtx 3050 4gb 13th gen intel core i71355u 10core processor fullsize backlit keyboard with numeric keypad webcam with shutter wifi 6e 2x2160 gig and bluetooth 53
260,laptops notebook computers,asus 14 vivobook laptop amd ryzen 5 7520u 1080p windows 11,amd ryzen 5 7520u processor 14 antiglare ledbacklit fhd 1920 x 1080 250nits display 80211 wirelessac and bluetooth 41 integrated 720p hd webcam with privacy shutter chiclet keyboard
261,laptops notebook computers,dell inspiron plus 16 laptop 13th gen intel core i713620h 25k 2560 x 1600 geforce rtx 4060 platinum silver,13th gen intel i713620h processor 16 25k 2560 x 1600 300 nit wva display with comfortview plus support intel wifi 6e 2x2160 gig and bluetooth 52 nvidia geforce rtx 4060 8gb graphics titan gray backlit keyboard with fingerprint reader
